text,HELLO,OK,COMPLIMENT,CONNECT_TO_ADMIN,EXPLAIN_BALANCE,GUIDE_SEARCH_AUCTION,GUIDE_BIDDING,GUIDE_CREATE_AUCTION,GUIDE_CHECK_TIME_LEFT,GUIDE_ANTI_SNIPING,UNKNOWN
liên hệ người phụ trrách giúp tôi khi tôi đang dùng app thaks,0,0,0,1,0,0,0,0,0,0,0
đặt giá phút cuối có gia hạn không cho người mới,0,0,0,0,0,0,0,0,0,1,0
alo chatbot rồi tôi cần người xử lý,1,0,0,1,0,0,0,0,0,0,0
auto extend trong đấu giá là gì xong rồi xem deadline của phiên,0,0,0,0,0,0,0,0,1,1,0
seller tạo đấu giá như thế nào nhé,0,0,0,0,0,0,0,1,0,0,0
help so du anh huong gi khi dat gia nhe,0,0,0,0,1,0,0,0,0,0,0
bạn đang online không đồng thời số dư là gì,1,0,0,0,1,0,0,0,0,0,0
auction còn bao lâu khi tôi đang dùng app,0,0,0,0,0,0,0,0,1,0,0
xem các phiên còn hiệu lực giúp tôi,0,0,0,0,0,1,0,0,0,0,0
seller lobby tạo phiên ở đâu sau đó phiên này còn bao lâu,0,0,0,0,0,0,0,1,1,0,0
cho tôi hỏi một chút khi tôi đang dùng app,1,0,0,0,0,0,0,0,0,0,0
làm sao xem danh sách đấu giá rồi xem thời gian còn lại,0,0,0,0,0,1,0,0,1,0,0
tôi muốn nghe nhạc trong hệ thống,0,0,0,0,0,0,0,0,0,0,1
pls cach tham gia dat gia giup toi,0,0,0,0,0,0,1,0,0,0,0
ban huong dan ro rang kem theo anti sniping hoat dong the nao,0,0,1,0,0,0,0,0,0,1,0
xem đồng hồ đếm ngược ở đâu tôi hơi chưa rõ,0,0,0,0,0,0,0,0,1,0,0
tính giúp tôi căn bậc hai cho người mới,0,0,0,0,0,0,0,0,0,0,1
cho tôi biết khái niệm số dư nhé,0,0,0,0,1,0,0,0,0,0,0
hướng dẫn bidder tham gia phiên xong rồi hướng dẫn xem countdown,0,0,0,0,0,0,1,0,1,0,0
et noi admin giup toi giup toii,0,0,0,1,0,0,0,0,0,0,0
cach mo phong dgia moi dong thoi bid sat gio co keo dai phien khong đc ko,0,0,0,0,0,0,0,1,0,1,0
xem thoi ahn phienn dau gia toi hoi chua ro,0,0,0,0,0,0,0,0,1,0,0
trải nghiệm khá tốt khi tôi đang dùng app,0,0,1,0,0,0,0,0,0,0,0
kiem tar time left trong he thongg đc ko,0,0,0,0,0,0,0,0,1,0,0
bạn đang online không,1,0,0,0,0,0,0,0,0,0,0
số dư liên quan gì tới thanh toán nói ngắn gọn thôi,0,0,0,0,1,0,0,0,0,0,0
bạn trả lời tốt trên màn hình hiện tại,0,0,1,0,0,0,0,0,0,0,0
giá hợp lệ là gì khi bid giúp tôi,0,0,0,0,0,0,1,0,0,0,0
giá hợp lệ là gì khi bid cho người mới,0,0,0,0,0,0,1,0,0,0,0
create auction room thế nào đồng thời gia hạn tự động khi nào xảy ra,0,0,0,0,0,0,0,1,0,1,0
chatbot chưa giải quyết được nhé,0,0,0,1,0,0,0,0,0,0,0
thông tin này giúp ích nhiều sau đó admin có thể hỗ trợ không,0,0,1,1,0,0,0,0,0,0,0
cha buoi sang xong roi co che iga han phien cuoi gio,1,0,0,0,0,0,0,0,0,1,0
gọi nhân viên hỗ trợ khi tôi đang dùng app,0,0,0,1,0,0,0,0,0,0,0
mình hỏi ngu tí huong dan tim phien dang mo toi hoi chua ro ạ,0,0,0,0,0,1,0,0,0,0,0
cách mở phòng dgia mới,0,0,0,0,0,0,0,1,0,0,0
thời gian đấu giá còn bao nhiêu nói ngắn gọn thôi,0,0,0,0,0,0,0,0,1,0,0
cho tôi số điện thoại hỗ trợ xong rồi seller muốn đăng sp,0,0,0,1,0,0,0,1,0,0,0
chào bạn cho người mới,1,0,0,0,0,0,0,0,0,0,0
chuyển tôi đến tư vấn viên đồng thời đặt giá như thế nào,0,0,0,1,0,0,1,0,0,0,0
ok ad ơi chỉ tôi cái này,0,1,0,0,0,0,0,0,0,0,0
cách mở phòng đấu giá mới kèm theo xem deadline của phiên,0,0,0,0,0,0,0,1,1,0,0
anti sniping hoạt động thế nào rồi phiên gần hết giờ chưa,0,0,0,0,0,0,0,0,1,1,0
chào buổi chiều trong hệ thống,1,0,0,0,0,0,0,0,0,0,0
làm sao gửi yêu cầu tạo phiên khi tôi đang dùng app,0,0,0,0,0,0,0,1,0,0,0
abc xyz không hiểu tôi hơi chưa rõ,0,0,0,0,0,0,0,0,0,0,1
ờ thong tin nay giup ich nhieu roi cho toi gap bo phan ho tro plz,0,0,1,1,0,0,0,0,0,0,0
tính giúp tôi căn bậc hai nói ngắn gọn thôi,0,0,0,0,0,0,0,0,0,0,1
tôi mới vào hệ thống cho người mới,1,0,0,0,0,0,0,0,0,0,0
gia hạn tự động khi nào xảy ra nói ngắn gọn thôi,0,0,0,0,0,0,0,0,0,1,0
chào buổi chiều giúp tôi,1,0,0,0,0,0,0,0,0,0,0
anti sniping là gì khi tôi đang dùng app,0,0,0,0,0,0,0,0,0,1,0
hi trợ lý và cần nhập gì khi đặt giá,1,0,0,0,0,0,1,0,0,0,0
số dư ảnh hưởng gì khi đặt giá khi tôi đang dùng app,0,0,0,0,1,0,0,0,0,0,0
câu trả lời đúng ý tôi kèm theo sniping trong đấu giá nghĩa là gì,0,0,1,0,0,0,0,0,0,1,0
tại sao phiên tự kéo dài khi tôi đang dùng app,0,0,0,0,0,0,0,0,0,1,0
ê bạn ưhớng ddẫn rõ ràng giúp tôi,0,0,1,0,0,0,0,0,0,0,0
mở bản đồ giúp tôi với ạ,0,0,0,0,0,0,0,0,0,0,1
vay la duoc nhe,0,1,0,0,0,0,0,0,0,0,0
hỗ trợ nhanh thật kèm theo place bid như thế nào,0,0,1,0,0,0,1,0,0,0,0
đồng ý và hướng dẫn bidder tham gia phiên,0,1,0,0,0,0,1,0,0,0,0
cần thông tin gì để tạo phien trên màn hình hiện tại,0,0,0,0,0,0,0,1,0,0,0
tôi cần nói chuyện với người thật giúp tôi,0,0,0,1,0,0,0,0,0,0,0
xem deadline của phien trên màn hình hiện tại,0,0,0,0,0,0,0,0,1,0,0
cach tham gia dat giia toi oi chua ro plz,0,0,0,0,0,0,1,0,0,0,0
hỗ trợ nhanh thật,0,0,1,0,0,0,0,0,0,0,0
tìm auction room rồi xem thời hạn phiên đấu giá,0,0,0,0,0,1,0,0,1,0,0
làm sao kiểm tra phiên đang hoạt động,0,0,0,0,0,1,0,0,0,0,0
kết nối admin giúp tôi giúp tôi,0,0,0,1,0,0,0,0,0,0,0
phien con bn lau,0,0,0,0,0,0,0,0,1,0,0
làm sao kiểm tra phiên đang hoạt động với ạ,0,0,0,0,0,1,0,0,0,0,0
phim nào hay nhé,0,0,0,0,0,0,0,0,0,0,1
bid sao z,0,0,0,0,0,0,1,0,0,0,0
hôm nay trời đẹp tôi hơi chưa rõ,0,0,0,0,0,0,0,0,0,0,1
cho tôi gặp bộ phận hỗ trợ xong rồi làm sao gửi yêu cầu tạo phiên,0,0,0,1,0,0,0,1,0,0,0
pls chào buổi chiều rồi cần liên hệ admin,1,0,0,1,0,0,0,0,0,0,0
pls oi hai long kem theo cach tham giia dat gia,0,0,1,0,0,0,1,0,0,0,0
tạm ổn giúp tôi,0,1,0,0,0,0,0,0,0,0,0
tôi cần nói chuyện với người thật với ạ,0,0,0,1,0,0,0,0,0,0,0
câu trả lời đúng ý tôi khi tôi đang dùng app,0,0,1,0,0,0,0,0,0,0,0
cho hỏi nau pho nhu the nao cho nguoi moi,0,0,0,0,0,0,0,0,0,0,1
tai sao can co so du khi toi dang dung app ???,0,0,0,0,1,0,0,0,0,0,0
xin chào giúp tôi,1,0,0,0,0,0,0,0,0,0,0
cần mô tả sản phẩm ra sao tôi hơi chưa rõ,0,0,0,0,0,0,0,1,0,0,0
hi trợ lý khi tôi đang dùng app,1,0,0,0,0,0,0,0,0,0,0
vậy là được nói ngắn gọn thôi,0,1,0,0,0,0,0,0,0,0,0
liên hệ người phụ trách giúp tôi rồi làm sao gửi yêu cầu tạo phiên,0,0,0,1,0,0,0,1,0,0,0
viết bài thơ về biển trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,0,1
kiểm tra time left với ạ,0,0,0,0,0,0,0,0,1,0,0
tôi muốn đấu giá sản phẩm nói ngắn gọn thôi,0,0,0,0,0,0,1,0,0,0,0
bấm nút nào để gửi giá trên màn hình hiện tại,0,0,0,0,0,0,1,0,0,0,0
giải thích số dư tài khoản nói ngắn gọn thôi,0,0,0,0,1,0,0,0,0,0,0
kết nối admin giúp tôi trên màn hình hiện tại,0,0,0,1,0,0,0,0,0,0,0
để tôi thử nhé,0,1,0,0,0,0,0,0,0,0,0
ờ khong can giai thich them giup toi,0,1,0,0,0,0,0,0,0,0,0
ad ơi huong dan xem countdnw khi toi dang dung app ạ,0,0,0,0,0,0,0,0,1,0,0
cơ chế chống cướp giá cuối giờ tôi hơi chưa rõ,0,0,0,0,0,0,0,0,0,1,0
làm sao để đặt giá trong hệ thống,0,0,0,0,0,0,1,0,0,0,0
số dư ảnh hưởng gì khi đặt giá,0,0,0,0,1,0,0,0,0,0,0
so du trong he thong duooc hieu nhu the nao torng he thong huhu,0,0,0,0,1,0,0,0,0,0,0
cách tham gia đặt giá cho người mới,0,0,0,0,0,0,1,0,0,0,0
toi da ro plz,0,1,0,0,0,0,0,0,0,0,0
cách mở phòng dgia mới giúp tôi,0,0,0,0,0,0,0,1,0,0,0
chào buổi chiều nói ngắn gọn thôi,1,0,0,0,0,0,0,0,0,0,0
xem các phiên còn hiệu lực đồng thời cần nhập gì khi đặt giá,0,0,0,0,0,1,1,0,0,0,0
vì sao thời gian đấu giá tăng thêm trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,1,0
hướng dẫn tìm phiên đang mở giúp tôi,0,0,0,0,0,1,0,0,0,0,0
gửi phien để ad duyệt khi tôi đang dùng app,0,0,0,0,0,0,0,1,0,0,0
cơ chế chống cướp giá cuối giờ nói ngắn gọn thôi,0,0,0,0,0,0,0,0,0,1,0
cách lọc phiên đấu giá theo danh mục cho người mới,0,0,0,0,0,1,0,0,0,0,0
cho hỏi so tien con lai trng vii la gi voi a,0,0,0,0,1,0,0,0,0,0,0
anti sniping hoạt động thế nào với ạ,0,0,0,0,0,0,0,0,0,1,0
luật chống đặt giá phút cuối giúp tôi,0,0,0,0,0,0,0,0,0,1,0
hướng dẫn xem countdown tôi hơi chưa rõ,0,0,0,0,0,0,0,0,1,0,0
mình hỏi ngu tí chao buoi sang,1,0,0,0,0,0,0,0,0,0,0
không rõ lắm cach mo phong dau gia moi nhe,0,0,0,0,0,0,0,1,0,0,0
đổi mật khẩu wifi thế nào cho người mới,0,0,0,0,0,0,0,0,0,0,1
tim sp dang dgia,0,0,0,0,0,1,0,0,0,0,0
bam nut nao de gui gia trong he thong,0,0,0,0,0,0,1,0,0,0,0
admin có thể hỗ trợ không nhé,0,0,0,1,0,0,0,0,0,0,0
này hi tro ly,1,0,0,0,0,0,0,0,0,0,0
đặt báo thức lúc 7 giờ trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,0,1
hi tro ly toi hoi chua ro,1,0,0,0,0,0,0,0,0,0,0
bắt đầu tư vấn giúp tôi,1,0,0,0,0,0,0,0,0,0,0
mình chào bạn kèm theo tìm phiên đấu giá,1,0,0,0,0,1,0,0,0,0,0
create auction room thế nào,0,0,0,0,0,0,0,1,0,0,0
gia hạn tự động khi nào xảy ra,0,0,0,0,0,0,0,0,0,1,0
phien nay con bao lau tren man hinh hien tai nha,0,0,0,0,0,0,0,0,1,0,0
pls so du dung de lam gi xong roi toi can tang gia hien tai,0,0,0,0,1,0,1,0,0,0,0
hướng dẫn tìm phiên đang mở cho người mới,0,0,0,0,0,1,0,0,0,0,0
hướng dẫn tạo phiên bán hàng trên màn hình hiện tại,0,0,0,0,0,0,0,1,0,0,0
tìm phiên theo tên sản phẩm,0,0,0,0,0,1,0,0,0,0,0
hướng dn tao phien voi,0,0,0,0,0,0,0,1,0,0,0
cơ chế gia hạn phiên cuối giờ trong hệ thống,0,0,0,0,0,0,0,0,0,1,0
cần thông tin gì để tạo phiên và vì sao countdown nhảy thêm tg,0,0,0,0,0,0,0,1,0,1,0
có ai hỗ trợ không nhé,1,0,0,0,0,0,0,0,0,0,0
câu trả lời đúng ý tôi cho người mới,0,0,1,0,0,0,0,0,0,0,0
tôi hài lòng nhé,0,0,1,0,0,0,0,0,0,0,0
cho ỏi dat gia phut cuoi co gia han khhong trong he thong,0,0,0,0,0,0,0,0,0,1,0
cần nhập gì khi dat gia,0,0,0,0,0,0,1,0,0,0,0
abc xyz không hiểu nhé,0,0,0,0,0,0,0,0,0,0,1
đồng ý giúp tôi,0,1,0,0,0,0,0,0,0,0,0
dịch câu này sang tiếng Anh giúp tôi,0,0,0,0,0,0,0,0,0,0,1
tôi muốn gọi tổng đài đồng thời nhập giá khởi điểm ở đâu,0,0,0,1,0,0,0,1,0,0,0
ờ toi hai long sau do bam nut nao de gui gia,0,0,1,0,0,0,1,0,0,0,0
tôi muốn gọi tổng đài nói ngắn gọn thôi,0,0,0,1,0,0,0,0,0,0,0
vì sao countdown nhảy thêm thời gian đồng thời khi nào phiên kết thúc,0,0,0,0,0,0,0,0,1,1,0
tôi muốn đấu giá sản phẩm trên màn hình hiện tại,0,0,0,0,0,0,1,0,0,0,0
cần thông tin gì để tạo phien khi tôi đang dùng app,0,0,0,0,0,0,0,1,0,0,0
bạn hướng dẫn rõ ràng giúp tôi,0,0,1,0,0,0,0,0,0,0,0
can nhap gi khi dat gia voi a,0,0,0,0,0,0,1,0,0,0,0
giá hợp lệ là gì khi bid tôi hơi chưa rõ,0,0,0,0,0,0,1,0,0,0,0
cần hỗ trợ trực tiếp trên màn hình hiện tại,0,0,0,1,0,0,0,0,0,0,0
làm sao biết phiên sắp hết giờ với ạ ạ,0,0,0,0,0,0,0,0,1,0,0
tôi cần nói chuyện với người thật nhé,0,0,0,1,0,0,0,0,0,0,0
tro ly huu ich qua sau do anti sniping hoat dong the nao gấp,0,0,1,0,0,0,0,0,0,1,0
cho tôi biết khái niệm số dư xong rồi tìm phiên bán laptop,0,0,0,0,1,1,0,0,0,0,0
tôi cần người xử lý khi tôi đang dùng app,0,0,0,1,0,0,0,0,0,0,0
chuyen toi den tu van vien voi a nha,0,0,0,1,0,0,0,0,0,0,0
hd xem countdown khi tôi đang dùng app,0,0,0,0,0,0,0,0,1,0,0
pls ban tra loi tot khi toi dang dung app,0,0,1,0,0,0,0,0,0,0,0
phim nao hay khi toi dang dung app,0,0,0,0,0,0,0,0,0,0,1
ổn rồi nói ngắn gọn thôi,0,1,0,0,0,0,0,0,0,0,0
gthich số dư tài khoản nhé,0,0,0,0,1,0,0,0,0,0,0
help ti muon tim san phma dang dau gia trong he thong thanks,0,0,0,0,0,1,0,0,0,0,0
cho tôi hỏi một chút sau đó hướng dẫn về chống đặt giá phút cuối,1,0,0,0,0,0,0,0,0,1,0
cần liên hệ admin rồi cần mô tả sản phẩm ra sao,0,0,0,1,0,0,0,1,0,0,0
vậy là được xong rồi thiết lập bước giá như thế nào,0,1,0,0,0,0,0,1,0,0,0
auction còn bao lâu nói ngắn gọn thôi,0,0,0,0,0,0,0,0,1,0,0
huong dan bidder tham gia phien noi ngan gon thoi,0,0,0,0,0,0,1,0,0,0,0
duoc roi noi ngan gno hoi ...,0,1,0,0,0,0,0,0,0,0,0
cho hỏi ban thich mu gi ttoi hoi chua ro,0,0,0,0,0,0,0,0,0,0,1
số dư là gì tôi hơi chưa rõ,0,0,0,0,1,0,0,0,0,0,0
có ai hỗ trợ không đồng thời hướng dẫn tôi bid,1,0,0,0,0,0,1,0,0,0,0
hey assistant rồi cho tôi biết khái niệm số dư ...,1,0,0,0,1,0,0,0,0,0,0
ad ơi hello cho nguoi moi ???,1,0,0,0,0,0,0,0,0,0,0
làm sao biết phiên sắp hết giờ nói ngắn gọn thôi,0,0,0,0,0,0,0,0,1,0,0
phiên này còn bao lâu trên màn hình hiện tại,0,0,0,0,0,0,0,0,1,0,0
balance trong tài khoản nghĩa là gì với ạ,0,0,0,0,1,0,0,0,0,0,0
không rõ lắm ban thich mau gi toi hoi chua ro,0,0,0,0,0,0,0,0,0,0,1
vậy là được giúp tôi,0,1,0,0,0,0,0,0,0,0,0
trai nghiem kha tot trong he thong,0,0,1,0,0,0,0,0,0,0,0
tôi ghi nhận tôi hơi chưa rõ,0,1,0,0,0,0,0,0,0,0,0
toi muon nghe nhac nhe ạ,0,0,0,0,0,0,0,0,0,0,1
có ai hỗ trợ không khi tôi đang dùng app,1,0,0,0,0,0,0,0,0,0,0
bạn làm tốt lắm nhé,0,0,1,0,0,0,0,0,0,0,0
tìm phiên bán laptop,0,0,0,0,0,1,0,0,0,0,0
phim nào hay với ạ,0,0,0,0,0,0,0,0,0,0,1
cho tôi biết khái niệm số dư cho người mới,0,0,0,0,1,0,0,0,0,0,0
ban dang online khong sau do chuyen toi den tu van vien,1,0,0,1,0,0,0,0,0,0,0
kết nối admin giúp tôi tôi hơi chưa rõ,0,0,0,1,0,0,0,0,0,0,0
chào hệ thống và hướng dẫn tìm phiên đang mở,1,0,0,0,0,1,0,0,0,0,0
vi sao tg dau gia tang them giup toi ???,0,0,0,0,0,0,0,0,0,1,0
ìnnh hỏi ngu tí vì sao thời gian dgia tăng thêm sau đó xem deadline của phiên nha,0,0,0,0,0,0,0,0,1,1,0
tô hài lòngg,0,0,1,0,0,0,0,0,0,0,0
đếm ngược nằm ở chỗ nào giúp tôi,0,0,0,0,0,0,0,0,1,0,0
đồng ý né vớii,0,1,0,0,0,0,0,0,0,0,0
hôm nay trời đẹp với ạ,0,0,0,0,0,0,0,0,0,0,1
create auction room thế nào xong rồi vì sao countdown nhảy thêm thời gian,0,0,0,0,0,0,0,1,0,1,0
cach moo phong adu gia moi nhe,0,0,0,0,0,0,0,1,0,0,0
quy trinh dat gia trong phong toi hoi chua ro ạ,0,0,0,0,0,0,1,0,0,0,0
đếm ngược nằm ở chỗ nào trên màn hình hiện tại,0,0,0,0,0,0,0,0,1,0,0
giải thích số dư tài khoản sau đó tìm phiên theo tên sản phẩm,0,0,0,0,1,1,0,0,0,0,0
help ban lam tot lam noi ngan gon thoi,0,0,1,0,0,0,0,0,0,0,0
bid sát giờ có kéo dài phiên không trong hệ thống,0,0,0,0,0,0,0,0,0,1,0
lobby có những phiên nào giúp tôi,0,0,0,0,0,1,0,0,0,0,0
ờ bạn đang online không với ạ,1,0,0,0,0,0,0,0,0,0,0
kiểm tra time left giúp tôi,0,0,0,0,0,0,0,0,1,0,0
chatbot thông minh cho người mới,0,0,1,0,0,0,0,0,0,0,0
chào hệ thống đồng thời luật chống đặt giá phút cuối,1,0,0,0,0,0,0,0,0,1,0
làm sao biết đặt giá thành công sau đó còn mấy phút nữa kết thúc,0,0,0,0,0,0,1,0,1,0,0
vì sao phải kiểm tra số dư đồng thời tôi muốn đấu giá sản phẩm,0,0,0,0,1,0,1,0,0,0,0
ad ơi số dư là gì nói ngắn gọn thôi,0,0,0,0,1,0,0,0,0,0,0
phim nào hay tôi hơi chưa rõ,0,0,0,0,0,0,0,0,0,0,1
rõ rồi giúp tôi,0,1,0,0,0,0,0,0,0,0,0
tạm ổn tôi hơi chưa rõ,0,1,0,0,0,0,0,0,0,0,0
cơ chế gia hạn phien cuối giờ với ạ,0,0,0,0,0,0,0,0,0,1,0
cần thông tin gì để tạo phiên giúp tôi,0,0,0,0,0,0,0,1,0,0,0
chuyển tôi đến tư vấn viên với ạ,0,0,0,1,0,0,0,0,0,0,0
tôi muốn đấu giá sản phẩm trong hệ thống,0,0,0,0,0,0,1,0,0,0,0
chào buổi chiều rồi số dư trong hệ thống được hiểu như thế nào,1,0,0,0,1,0,0,0,0,0,0
xem phien sap ket thuc trong he thong,0,0,0,0,0,1,0,0,0,0,0
hôm nay trời đẹp nói ngắn gọn thôi,0,0,0,0,0,0,0,0,0,0,1
khi nào phiên kết thúc khi tôi đang dùng app,0,0,0,0,0,0,0,0,1,0,0
mình chào bạn rồi xem các phiên còn hiệu lực,1,0,0,0,0,1,0,0,0,0,0
seller muốn up sp lên bán,0,0,0,0,0,0,0,1,0,0,0
giá hợp lệ là gì khi bid,0,0,0,0,0,0,1,0,0,0,0
chào buổi chiều,1,0,0,0,0,0,0,0,0,0,0
nấu phở như thế nào với ạ,0,0,0,0,0,0,0,0,0,0,1
hướng dẫn đăng sản phẩm đấu giá khi tôi đang dùng app,0,0,0,0,0,0,0,1,0,0,0
liên hệ người phụ trách giúp tôi tôi hơi chưa rõ,0,0,0,1,0,0,0,0,0,0,0
bạn trả lời tốt kèm theo tôi muốn gặp tư vấn viên,0,0,1,1,0,0,0,0,0,0,0
tôi cần tăng giá hiện tại giúp tôi,0,0,0,0,0,0,1,0,0,0,0
chào bạn nói ngắn gọn thôi,1,0,0,0,0,0,0,0,0,0,0
này chào bạn xong rồi làm sao xem danh sách dgia,1,0,0,0,0,1,0,0,0,0,0
xem đồng hồ đếm ngược ở đâu nhé,0,0,0,0,0,0,0,0,1,0,0
số dư torng hệ tthống được hiểu như thế nào với ạ,0,0,0,0,1,0,0,0,0,0,0
số tiền còn lại trong ví là gì sau đó search phiên dgia,0,0,0,0,1,1,0,0,0,0,0
hướng dẫn về chống đặt giá phút cuối nói ngắn gọn thôi,0,0,0,0,0,0,0,0,0,1,0
toi hai lonng vo a,0,0,1,0,0,0,0,0,0,0,0
cơ chế chống cướp giá cuối giờ nhé,0,0,0,0,0,0,0,0,0,1,0
đã hiểu với ạ,0,1,0,0,0,0,0,0,0,0,0
hướng dẫn đăng sản phẩm đấu giá,0,0,0,0,0,0,0,1,0,0,0
làm sao gửi yêu cầu tạo phiên trong hệ thống,0,0,0,0,0,0,0,1,0,0,0
tôi cần người xử lý,0,0,0,1,0,0,0,0,0,0,0
hướng dẫn bidder tham gia phiên khi tôi đang dùng app,0,0,0,0,0,0,1,0,0,0,0
tôi muốn nghe nhạc,0,0,0,0,0,0,0,0,0,0,1
blabla test test,0,0,0,0,0,0,0,0,0,0,1
chatbot chưa giải quyết được,0,0,0,1,0,0,0,0,0,0,0
câu trả lời đủ rồi xong rồi place bid như thế nào,0,1,0,0,0,0,1,0,0,0,0
hướng dẫn xem countdown khi tôi đang dùng app,0,0,0,0,0,0,0,0,1,0,0
không rõ lắm ggui phien de admin duyet kem theo vi sao thoi gian dgia ang them,0,0,0,0,0,0,0,1,0,1,0
giai thich so du tai khoan toi hoi chuua r,0,0,0,0,1,0,0,0,0,0,0
hướng dẫn về chống dat gia phút cuối trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,1,0
hkông rõ lắm cach mo phong dau gia mooi trong he thong plz,0,0,0,0,0,0,0,1,0,0,0
bạn đang online không nói ngắn gọn thôi,1,0,0,0,0,0,0,0,0,0,0
tôi muốn gọi tổng đài đồng thời gửi phiên để admin duyệt,0,0,0,1,0,0,0,1,0,0,0
làm sao biết phiên sắp hết giờ với ạ,0,0,0,0,0,0,0,0,1,0,0
can ho tro truc tiep toi hoi chua ro,0,0,0,1,0,0,0,0,0,0,0
cách tham gia dat gia nói ngắn gọn thôi,0,0,0,0,0,0,1,0,0,0,0
ok và create auction room thế nào,0,1,0,0,0,0,0,1,0,0,0
phim nào hay giúp tôi,0,0,0,0,0,0,0,0,0,0,1
hướng dẫn tạo phiên bán hàng với ạ,0,0,0,0,0,0,0,1,0,0,0
xin chào khi tôi đang dùng app,1,0,0,0,0,0,0,0,0,0,0
câu trả lời đủ rồi sau đó seller lobby tạo phiên ở đâu,0,1,0,0,0,0,0,1,0,0,0
số dư có phải tiền khả dụng không nhé,0,0,0,0,1,0,0,0,0,0,0
giai thich de hieu trong he thong,0,0,1,0,0,0,0,0,0,0,0
gặp bộ phận chăm sóc khách hàng rồi làm sao tạo phiên đấu giá,0,0,0,1,0,0,0,1,0,0,0
tôi mới vào hệ thống sau đó tìm auction room,1,0,0,0,0,1,0,0,0,0,0
seller lobby tạo phiên ở đâu tôi hơi chưa rõ,0,0,0,0,0,0,0,1,0,0,0
số dư có phải tiền khả dụng không giúp tôi,0,0,0,0,1,0,0,0,0,0,0
cần liên hệ admin nhé,0,0,0,1,0,0,0,0,0,0,0
làm sao biết đặt giá thành công,0,0,0,0,0,0,1,0,0,0,0
nau pho nhu the nao giup toi ạ,0,0,0,0,0,0,0,0,0,0,1
xin chao tim phien giup minh,1,0,0,0,0,1,0,0,0,0,0
dịch vụ hỗ trợ tốt trong hệ thống,0,0,1,0,0,0,0,0,0,0,0
cần thông tin gì để tạo phiên cho người mới,0,0,0,0,0,0,0,1,0,0,0
tìm phiên bán laptop nhé,0,0,0,0,0,1,0,0,0,0,0
xem thoi han phien dau gia giup toi ...,0,0,0,0,0,0,0,0,1,0,0
huong dan xem countdown voi a,0,0,0,0,0,0,0,0,1,0,0
pls giai thich de hieu va anti sniping hoat dnog te nao ...,0,0,1,0,0,0,0,0,0,1,0
giải thích chống sniping trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,1,0
balance trong tài khoản nghĩa là gì rồi hướng dẫn bidder htam ggia phiên với,0,0,0,0,1,0,1,0,0,0,0
cách lọc phiên đấu giá theo danh mục giúp tôi,0,0,0,0,0,1,0,0,0,0,0
làm sao kiểm tra phiên đang hoạt động tôi hơi chưa rõ,0,0,0,0,0,1,0,0,0,0,0
cách mở phòng đấu giá mới với ạ,0,0,0,0,0,0,0,1,0,0,0
để tôi thử giúp tôi,0,1,0,0,0,0,0,0,0,0,0
dich vu ho tro tot cho nguoi moi ạ,0,0,1,0,0,0,0,0,0,0,0
ad ơi y nnghia cua so du rong dau gia toi hoi chua ro,0,0,0,0,1,0,0,0,0,0,0
tôi muốn đấu giá sản phẩm cho người mới,0,0,0,0,0,0,1,0,0,0,0
ờ hey assistant với ạ,1,0,0,0,0,0,0,0,0,0,0
so du la j,0,0,0,0,1,0,0,0,0,0,0
lobby có những phiên nào cho người mới,0,0,0,0,0,1,0,0,0,0,0
kết nối admin giúp tôi xong rồi cách tham gia đặt giá,0,0,0,1,0,0,1,0,0,0,0
cho tôi số điện thoại hỗ trợ tôi hơi chưa rõ,0,0,0,1,0,0,0,0,0,0,0
hướng dẫn đăng sp đấu giá cho người mới,0,0,0,0,0,0,0,1,0,0,0
cho toi so dien htoai ho tro xong roi huong an dang san pham dau gia,0,0,0,1,0,0,0,1,0,0,0
ad ơi phần này đã rõ và hướng dẫn đăng sản phẩm đấu giá plz,0,1,0,0,0,0,0,1,0,0,0
ad ơi cho tôi số điện thoại hỗ trợ nói ngắn gọn thôi,0,0,0,1,0,0,0,0,0,0,0
on roi cho nguoi moi plz,0,1,0,0,0,0,0,0,0,0,0
đặt báo thức lúc 7 giờ với ạ,0,0,0,0,0,0,0,0,0,0,1
làm sao để đặt giá kèm theo xem thời gian còn lại,0,0,0,0,0,0,1,0,1,0,0
pls earch phien dau gia toi hio chua ro,0,0,0,0,0,1,0,0,0,0,0
tìm phiên bán laptop trên màn hình hiện tại,0,0,0,0,0,1,0,0,0,0,0
cơ chế gia hạn phiên cuối giờ cho người mới,0,0,0,0,0,0,0,0,0,1,0
xem cac phien con hieu luc roi lam sao biet phien sap het gio nha,0,0,0,0,0,1,0,0,1,0,0
tôi đã rõ xong rồi seller muốn đăng sản phẩm,0,1,0,0,0,0,0,1,0,0,0
kể chuyện cười đi,0,0,0,0,0,0,0,0,0,0,1
số dư có phải tiền khả dụng không,0,0,0,0,1,0,0,0,0,0,0
phiên này còn bao lâu nói ngắn gọn thôi,0,0,0,0,0,0,0,0,1,0,0
tìm phiên đấu giá với ạ,0,0,0,0,0,1,0,0,0,0,0
