title,organization,description,seller_rating,seller_completed_rating,seller_cancel_rate,minimum_join_amount,bid_step,start_price,start_price_log,duration_minutes,extension_seconds,start_hour,day_of_week,is_weekend,targeted_risk_type,description_style,review_status,auto_approve
Bộ lục giác Stanley,Dụng cụ Hải Long,"Bộ lục giác Stanley của Dụng cụ Hải Long có mô tả tích cực và lịch xem rõ. bài viết tích cực, giá hợp lý, nhưng phạm vi bàn giao phụ kiện vẫn còn để trao đổi. Người tham gia được khuyến nghị đối chiếu hồ sơ tại điểm xem trước khi đặt cọc.",4.66,0.96,0.039,76000.0,19000.0,760000.0,13.541074,300,30,14,2,0,price_anomaly,normal,manual_review,0
Máy xét nghiệm sinh hóa bán tự động,Phòng xét nghiệm MedLab,"Máy xét nghiệm sinh hóa bán tự động bên Phòng xét nghiệm MedLab, thông tin hiện có là xem được tại chỗ. thiết bị cần đối chiếu nguồn gốc, phụ kiện và phạm vi sử dụng trước khi duyệt.",3.82,0.835,0.14,102600000.0,3420000.0,380000000.0,19.755682,35,60,21,5,1,missing_information,casual,manual_review,0
Máy lốc tôn 3 trục,Xưởng kết cấu Nam Long,"Máy lốc tôn 3 trục do Xưởng kết cấu Nam Long cung cấp thông tin đấu giá. bài viết đẹp, thông số có nhắc đến, tuy nhiên phạm vi bàn giao và giá cần được đối chiếu thêm. Thông tin còn lại được cung cấp theo lịch xem nên hệ thống chưa đủ căn cứ tự động duyệt.",4.48,0.9,0.012,18150000.0,44550000.0,330000000.0,19.614603,180,75,9,2,0,price_anomaly,legal,manual_review,0
Gói lưu trú resort Hồ Tràm,Hồ Tràm Seaview,"Gói lưu trú resort Hồ Tràm còn dùng dc, bên Hồ Tràm Seaview để lại, ai cần ib xem trực tiếp. bài đăng có thông tin khu vực, nhưng thời hạn và điều kiện sử dụng chưa đầy đủ.",3.82,0.8,0.09,2200000.0,80000.0,20000000.0,16.811243,90,180,21,6,1,price_anomaly,messy,manual_review,0
Kia Seltos 2021,Kia Nam Sài Gòn,Kia Nam Sài Gòn đăng Kia Seltos 2021 với mô tả khá đầy đủ về bối cảnh sử dụng. mô tả khá chuyên nghiệp nhưng giá và thông tin bảo dưỡng cần được admin so với hồ sơ gốc. Bài đăng giữ văn phong rõ ràng nhưng vẫn thiếu một phần thông tin cốt lõi để tự duyệt.,4.72,0.92,0.021,40300000.0,9300000.0,620000000.0,20.24523,90,30,17,2,0,document_risk,professional,manual_review,0
Máy cắt CNC gỗ 1325,CNC Gỗ Sài Gòn,"Máy cắt CNC gỗ 1325 của CNC Gỗ Sài Gòn, ít dùng nên đưa đấu giá. mô tả có thông số cơ bản, tình trạng an toàn và phần dao cắt kèm theo. Ai xem thì hẹn trước, nhận đúng phần ghi trong bài.",4.8,0.9,0.018,37200000.0,18600000.0,310000000.0,19.552083,300,60,8,5,1,none,casual,approve,1
Máy vận thăng xây dựng,Công ty Xây lắp Sao Bắc,"Máy vận thăng xây dựng - Công ty Xây lắp Sao Bắc. máy có thể xem ở kho, thông số vận hành và điều kiện bốc dỡ cần xác nhận thêm. Phiên này cần admin kiểm tra trước khi cho tự động duyệt.",3.55,0.73,0.19,60800000.0,18050000.0,190000000.0,19.062535,60,150,5,0,0,ownership_or_usage_right_unclear,normal,manual_review,0
Gói lưu trú bungalow Phú Quốc,Resort Cát Trắng,"Gói lưu trú bungalow Phú Quốc do Resort Cát Trắng cung cấp thông tin đấu giá. bài đăng nêu khu vực và tiện ích, phần thời hạn hiệu lực chỉ cập nhật theo lịch làm việc của bên quản lý. Thông tin còn lại được cung cấp theo lịch xem nên hệ thống chưa đủ căn cứ tự động duyệt.",4.66,0.9,0.012,1680000.0,840000.0,14000000.0,16.454568,300,150,16,2,0,unclear_origin,legal,manual_review,0
Máy phay mộng gỗ,Mộc truyền thống Gia Bảo,"Máy phay mộng gỗ - Mộc truyền thống Gia Bảo. máy ghi còn chạy, nhưng công suất, dao cắt và điều kiện an toàn chưa nêu đủ. Phiên này cần admin kiểm tra trước khi cho tự động duyệt.",3.55,0.73,0.19,41600000.0,12350000.0,130000000.0,18.683045,60,150,5,4,0,ownership_or_usage_right_unclear,normal,manual_review,0
Máy thái thịt ES250,Cửa hàng thực phẩm Sạch,"Máy thái thịt ES250 bên Cửa hàng thực phẩm Sạch, thông tin hiện có là xem được tại chỗ. thiết bị có hình ảnh, nhưng vệ sinh, nguồn gốc và phụ kiện chưa được ghi đầy đủ.",4.09,0.695,0.165,174000.0,121000.0,6700000.0,15.717618,45,125,10,6,1,regulated_item_risk,casual,manual_review,0
Băng tải cao su công trình,Vật tư Công nghiệp Nam Việt,"Băng tải cao su công trình còn dùng dc, bên Vật tư Công nghiệp Nam Việt để lại, ai cần ib xem trực tiếp. máy có thể xem ở kho, thông số vận hành và điều kiện bốc dỡ cần xác nhận thêm.",3.91,0.66,0.165,2520000.0,18200000.0,140000000.0,18.757153,25,90,22,5,1,price_anomaly,messy,manual_review,0
Máy lọc nước Karofi,Karofi Đại lý Quận 5,"Máy lọc nước Karofi của Karofi Đại lý Quận 5 có mô tả tích cực và lịch xem rõ. bài đăng có hình ảnh và thông tin chung, tuy nhiên kích thước chính xác sẽ xác nhận khi xem trực tiếp. Người tham gia được khuyến nghị đối chiếu hồ sơ tại điểm xem trước khi đặt cọc.",4.66,0.96,0.039,420000.0,105000.0,4200000.0,15.250595,300,30,14,4,0,price_anomaly,normal,manual_review,0
Giàn tạ Smith Machine,Phòng tập IronFit,"Giàn tạ Smith Machine - Phòng tập IronFit. thiết bị có mô tả chung, lịch bảo trì và phụ kiện cần hỏi thêm khi xem. Phiên này cần admin kiểm tra trước khi cho tự động duyệt.",3.55,0.73,0.19,10560000.0,3135000.0,33000000.0,17.312018,60,150,5,2,0,ownership_or_usage_right_unclear,normal,manual_review,0
Gói lưu trú villa Đà Lạt 3 đêm,Khu nghỉ dưỡng Pine Hill,"Gói lưu trú villa Đà Lạt 3 đêm do Khu nghỉ dưỡng Pine Hill đăng đấu giá. bài đăng nêu ngày nhận, ngày trả, chính sách đặt cọc và phần tiện ích được dùng. Điều kiện bàn giao, hồ sơ đối chiếu và thời gian nhận tài sản đã được ghi rõ trong thông tin phiên.",4.52,0.918,0.018,660000.0,480000.0,12000000.0,16.300417,150,90,15,0,0,none,legal,approve,1
Kiot chợ truyền thống,Ban quản lý Chợ Đông,"Kiot chợ truyền thống giá tốt ai cần xem, hàng đang để kho, xem rồi tính tiếp. thông tin tài sản có khu vực chung, nhưng quyền sử dụng và điều kiện bàn giao cần hồ sơ rõ hơn.",3.64,0.765,0.09,19800000.0,21600000.0,360000000.0,19.701615,75,45,6,4,0,inconsistent_description,spam,manual_review,0
Quạt điều hòa Kangaroo,Điện máy Hoàng Nam,"Quạt điều hòa Kangaroo của Điện máy Hoàng Nam, ít dùng nên đưa đấu giá. kích thước, tình trạng sử dụng và số lượng món bàn giao được ghi rõ. Ai xem thì hẹn trước, nhận đúng phần ghi trong bài.",4.66,0.972,0.018,214000.0,156000.0,3900000.0,15.176487,180,30,14,5,1,low_risk,casual,approve,1
Cân sàn điện tử 3 tấn,Kho hàng Bắc Nam,"Cân sàn điện tử 3 tấn bên Kho hàng Bắc Nam, thông tin hiện có là xem được tại chỗ. thiết bị có thông số tham khảo, phần vận hành và phạm vi bàn giao cần kiểm tra thêm.",4.0,0.695,0.19,728000.0,504000.0,28000000.0,17.147715,45,125,14,0,0,condition_unclear,casual,manual_review,0
Máy cắt bê tông Husqvarna,Công trình An Bình,"Máy cắt bê tông Husqvarna do Công trình An Bình cung cấp thông tin đấu giá. bên bán ghi thiết bị còn hoạt động, phần biên bản kiểm tra và phụ kiện theo máy chưa được nêu đầy đủ. Bài đăng giữ văn phong rõ ràng nhưng vẫn thiếu một phần thông tin cốt lõi để tự duyệt.",4.6,0.94,0.03,7225000.0,5950000.0,85000000.0,18.258162,240,150,13,2,0,unclear_origin,legal,manual_review,0
Mazda CX-5 2018,Mazda Lê Văn Lương,Mazda CX-5 2018 do Mazda Lê Văn Lương cung cấp thông tin đấu giá. mô tả khá chuyên nghiệp nhưng giá và thông tin bảo dưỡng cần được admin so với hồ sơ gốc. Thông tin còn lại được cung cấp theo lịch xem nên hệ thống chưa đủ căn cứ tự động duyệt.,4.48,0.9,0.012,31350000.0,76950000.0,570000000.0,20.161147,180,75,9,4,0,price_anomaly,legal,manual_review,0
Máy ghép thanh cao tần,Nhà máy gỗ Nam Sơn,"Máy ghép thanh cao tần còn dùng dc, bên Nhà máy gỗ Nam Sơn để lại, ai cần ib xem trực tiếp. máy ghi còn chạy, nhưng công suất, dao cắt và điều kiện an toàn chưa nêu đủ.",4.0,0.66,0.14,4320000.0,31200000.0,240000000.0,19.296149,25,90,14,5,1,document_risk,messy,manual_review,0
Xe nâng Toyota 2.5 tấn,Kho vận Tân Cảng,"Xe nâng Toyota 2.5 tấn do Kho vận Tân Cảng cung cấp thông tin đấu giá. bên bán ghi thiết bị còn hoạt động, phần biên bản kiểm tra và phụ kiện theo máy chưa được nêu đầy đủ. Thông tin còn lại được cung cấp theo lịch xem nên hệ thống chưa đủ căn cứ tự động duyệt.",4.66,0.9,0.012,45600000.0,22800000.0,380000000.0,19.755682,300,150,16,5,1,unclear_origin,legal,manual_review,0
Máy nén khí Pegasus 25L,Garage Phước Hải,"Máy nén khí Pegasus 25L - Garage Phước Hải. dụng cụ còn dùng tốt, có nêu phần pin, sạc hoặc dây nguồn khi bàn giao. Giá khởi điểm và mức tham gia được đặt ở tỷ lệ hợp lý so với tài sản.",4.59,0.954,0.01,116000.0,87000.0,2900000.0,14.880221,150,105,13,0,0,none,normal,approve,1
Máy hàn que Hồng Ký HK200,Hồng Ký Đại lý Bình Dương,"Máy hàn que Hồng Ký HK200 - Hồng Ký Đại lý Bình Dương. người bán ghi hãng, thông số cơ bản và tình trạng vận hành sau khi kiểm tra. Giá khởi điểm và mức tham gia được đặt ở tỷ lệ hợp lý so với tài sản.",4.52,0.936,0.034,351000.0,78000.0,3900000.0,15.176487,120,90,10,4,0,none,normal,approve,1
Kệ tivi gỗ cao su,Cá nhân Thu Hà,"Kệ tivi gỗ cao su thuộc lô tài sản của Cá nhân Thu Hà. phạm vi nhận hàng, phụ kiện kèm theo và cách tháo lắp đều được người bán nói rõ. Người tham gia có thể kiểm tra theo lịch xem, phạm vi bàn giao đã xác định trong mô tả.",4.59,0.936,0.026,224000.0,176000.0,3200000.0,14.978661,180,105,16,5,1,none,professional,approve,1
Đèn khám LED di động,Phòng khám Minh Đức,"Đèn khám LED di động do Phòng khám Minh Đức cung cấp thông tin đấu giá. người bán nêu tình trạng sử dụng, phần kiểm định và phạm vi dùng chỉ cập nhật khi xem hồ sơ. Thông tin còn lại được cung cấp theo lịch xem nên hệ thống chưa đủ căn cứ tự động duyệt.",4.66,0.9,0.012,672000.0,336000.0,5600000.0,15.538277,300,150,16,1,0,unclear_origin,legal,manual_review,0
Máy xay sinh tố Vitamix,Quầy sinh tố Bốn Mùa,"Máy xay sinh tố Vitamix của Quầy sinh tố Bốn Mùa, ít dùng nên đưa đấu giá. mô tả rõ tình trạng dùng trong quán, kích thước và bộ phận có thể kiểm tra khi nhận. Ai xem thì hẹn trước, nhận đúng phần ghi trong bài.",4.8,0.9,0.018,936000.0,468000.0,7800000.0,15.869634,300,60,8,3,0,none,casual,approve,1
Toyota Innova E 2017,Dịch vụ xe Minh Long,"Toyota Innova E 2017 bên Dịch vụ xe Minh Long, thông tin hiện có là xem được tại chỗ. xe có thể xem trực tiếp, thông tin giấy tờ và phạm vi bàn giao cần bổ sung trước khi duyệt tự động.",3.91,0.835,0.115,86400000.0,2880000.0,320000000.0,19.583832,35,60,22,6,1,condition_unclear,casual,manual_review,0
Bộ kìm Knipex,Công ty Cơ điện An Gia,"Bộ kìm Knipex thuộc lô tài sản của Công ty Cơ điện An Gia. máy đã cắm thử, công năng chính ổn, phụ kiện đi kèm được liệt kê rõ. Người tham gia có thể kiểm tra theo lịch xem, phạm vi bàn giao đã xác định trong mô tả.",4.45,0.918,0.026,156000.0,36000.0,2400000.0,14.690979,90,75,9,1,0,low_risk,professional,approve,1
Ghế massage Osaki,Cá nhân Bảo Ngọc,"Cá nhân Bảo Ngọc đăng Ghế massage Osaki với mô tả khá đầy đủ về bối cảnh sử dụng. người bán ghi máy đẹp và vận hành ổn, phần lịch bảo trì hoặc phụ kiện chính chưa nêu rõ. Bài đăng giữ văn phong rõ ràng nhưng vẫn thiếu một phần thông tin cốt lõi để tự duyệt.",4.54,0.92,0.021,2940000.0,2310000.0,42000000.0,17.55318,210,90,22,1,0,condition_unclear,professional,manual_review,0
Honda City RS 2021,Honda Ôtô Mỹ Đình,"Honda City RS 2021 còn dùng dc, bên Honda Ôtô Mỹ Đình để lại, ai cần ib xem trực tiếp. xe có thể xem trực tiếp, thông tin giấy tờ và phạm vi bàn giao cần bổ sung trước khi duyệt tự động.",4.0,0.66,0.14,9360000.0,67600000.0,520000000.0,20.069339,25,90,14,2,0,document_risk,messy,manual_review,0
Máy rửa áp lực Karcher K2,Cá nhân Quốc Bảo,"Máy rửa áp lực Karcher K2 - Cá nhân Quốc Bảo. đồ dùng còn đủ công năng chính, có hình thực tế và lịch xem tại nhà. Giá khởi điểm và mức tham gia được đặt ở tỷ lệ hợp lý so với tài sản.",4.52,0.936,0.034,261000.0,58000.0,2900000.0,14.880221,120,90,10,6,1,none,normal,approve,1
Máy chà nhám Bosch GSS,Xưởng sơn mộc Hồng Sơn,"Máy chà nhám Bosch GSS bên Xưởng sơn mộc Hồng Sơn, thông tin hiện có là xem được tại chỗ. máy ghi dùng được, phần phụ kiện và tình trạng kiểm tra chưa đủ rõ.",3.82,0.835,0.14,432000.0,14000.0,1600000.0,14.285514,35,60,21,6,1,missing_information,casual,manual_review,0
Máy nén khí trục vít Kobelco,Nhà máy Bao bì Á Châu,"Máy nén khí trục vít Kobelco do Nhà máy Bao bì Á Châu cung cấp thông tin đấu giá. người bán ghi máy còn hoạt động, phần điện áp, bảo trì và điều kiện bốc dỡ cần admin xác nhận. Bài đăng giữ văn phong rõ ràng nhưng vẫn thiếu một phần thông tin cốt lõi để tự duyệt.",4.6,0.94,0.03,17850000.0,14700000.0,210000000.0,19.162618,240,150,13,1,0,unclear_origin,legal,manual_review,0
Máy khí dung Omron NE-C28,Nhà thuốc Phúc An,"Máy khí dung Omron NE-C28 do Nhà thuốc Phúc An cung cấp thông tin đấu giá. bài viết có văn phong chuyên nghiệp, tuy nhiên tài liệu đi kèm và lịch kiểm tra chưa rõ. Thông tin còn lại được cung cấp theo lịch xem nên hệ thống chưa đủ căn cứ tự động duyệt.",4.48,0.9,0.012,104000.0,257000.0,1900000.0,14.457364,180,75,9,6,1,price_anomaly,legal,manual_review,0
Đất sản xuất kinh doanh,Công ty Bất động sản Hoàng Minh,"Đất sản xuất kinh doanh còn dùng dc, bên Công ty Bất động sản Hoàng Minh để lại, ai cần ib xem trực tiếp. thông tin tài sản có khu vực chung, nhưng quyền sử dụng và điều kiện bàn giao cần hồ sơ rõ hơn.",3.73,0.8,0.115,231000000.0,8400000.0,2100000000.0,21.465203,90,180,20,0,0,seller_risk,messy,manual_review,0
Monitor theo dõi bệnh nhân,Bệnh viện tư nhân Tâm An,"Monitor theo dõi bệnh nhân còn dùng dc, bên Bệnh viện tư nhân Tâm An để lại, ai cần ib xem trực tiếp. thiết bị cần đối chiếu nguồn gốc, phụ kiện và phạm vi sử dụng trước khi duyệt.",4.0,0.66,0.14,4320000.0,31200000.0,240000000.0,19.296149,25,90,14,4,0,document_risk,messy,manual_review,0
Máy bào gỗ Makita M1902B,Xưởng đồ gỗ Phú Quý,"Xưởng đồ gỗ Phú Quý đăng Máy bào gỗ Makita M1902B với mô tả khá đầy đủ về bối cảnh sử dụng. người bán ghi máy chạy tốt, phần số seri và lịch sử bảo trì chưa có thông tin đối chiếu. Bài đăng giữ văn phong rõ ràng nhưng vẫn thiếu một phần thông tin cốt lõi để tự duyệt.",4.78,0.92,0.021,50000.0,42000.0,2800000.0,14.84513,120,60,16,1,0,price_anomaly,professional,manual_review,0
Máy đo huyết áp Omron HEM,Nhà thuốc An Khang,"Máy đo huyết áp Omron HEM thuộc lô tài sản của Nhà thuốc An Khang. thiết bị thuộc nhóm sử dụng thông thường, có nguồn gốc, phụ kiện và tình trạng hoạt động rõ. Người tham gia có thể kiểm tra theo lịch xem, phạm vi bàn giao đã xác định trong mô tả.",4.45,0.9,0.01,60000.0,45000.0,1500000.0,14.220976,120,75,14,3,0,low_risk,professional,approve,1
Ford Ranger XLS 2019,An Phú Auto,"Ford Ranger XLS 2019 thuộc lô tài sản của An Phú Auto. mô tả có đời xe, tình trạng ngoại thất, giấy tờ xe và điều kiện sang tên ở mức rõ ràng. Người tham gia có thể kiểm tra theo lịch xem, phạm vi bàn giao đã xác định trong mô tả.",4.59,0.936,0.026,35700000.0,28050000.0,510000000.0,20.049921,180,105,16,0,0,none,professional,approve,1
Máy cắt laser fiber 1000W,Gia công Laser Hà Thành,"Máy cắt laser fiber 1000W giá tốt ai cần xem, hàng đang để kho, xem rồi tính tiếp. thiết bị có thông số tham khảo, phần vận hành và phạm vi bàn giao cần kiểm tra thêm.",3.64,0.765,0.09,70400000.0,76800000.0,1280000000.0,20.970126,75,45,6,2,0,inconsistent_description,spam,manual_review,0
Máy triệt lông Diode Laser,Viện thẩm mỹ An Nhiên,"Máy triệt lông Diode Laser - Viện thẩm mỹ An Nhiên. người bán mô tả tình trạng vận hành, lịch xem máy và phạm vi bàn giao tại cơ sở. Giá khởi điểm và mức tham gia được đặt ở tỷ lệ hợp lý so với tài sản.",4.73,0.972,0.01,12500000.0,3125000.0,125000000.0,18.643824,240,45,18,0,0,none,normal,approve,1
Máy cưa lọng Bosch GST 700,Xưởng mộc Đại Lộc,"Máy cưa lọng Bosch GST 700 của Xưởng mộc Đại Lộc, ít dùng nên đưa đấu giá. dụng cụ còn dùng tốt, có nêu phần pin, sạc hoặc dây nguồn khi bàn giao. Ai xem thì hẹn trước, nhận đúng phần ghi trong bài.",4.8,0.9,0.018,252000.0,126000.0,2100000.0,14.557448,300,60,8,5,1,none,casual,approve,1
Yamaha Exciter 155,Xe máy Gia Hưng,"Yamaha Exciter 155 do Xe máy Gia Hưng cung cấp thông tin đấu giá. người bán ghi xe vận hành ổn, tuy vậy phạm vi bàn giao số khung, số máy và hồ sơ sang tên chưa đủ cụ thể. Thông tin còn lại được cung cấp theo lịch xem nên hệ thống chưa đủ căn cứ tự động duyệt.",4.66,0.9,0.012,6600000.0,3300000.0,55000000.0,17.822844,300,150,16,6,1,unclear_origin,legal,manual_review,0
Suzuki Carry Van,Vận tải Nam Phát,"Suzuki Carry Van do Vận tải Nam Phát cung cấp thông tin đấu giá. người bán ghi xe vận hành ổn, tuy vậy phạm vi bàn giao số khung, số máy và hồ sơ sang tên chưa đủ cụ thể. Bài đăng giữ văn phong rõ ràng nhưng vẫn thiếu một phần thông tin cốt lõi để tự duyệt.",4.6,0.94,0.03,14025000.0,11550000.0,165000000.0,18.921456,240,150,13,3,0,unclear_origin,legal,manual_review,0
Giường bệnh nhân 3 tay quay,Phòng khám Thiện Tâm,"Giường bệnh nhân 3 tay quay do Phòng khám Thiện Tâm đăng đấu giá. người bán nêu phạm vi sử dụng, phụ kiện kèm theo và tình trạng kiểm tra cơ bản. Điều kiện bàn giao, hồ sơ đối chiếu và thời gian nhận tài sản đã được ghi rõ trong thông tin phiên.",4.52,0.918,0.018,451000.0,328000.0,8200000.0,15.919645,150,90,15,6,1,none,legal,approve,1
Máy dập thủy lực 100 tấn,Công nghiệp Thành Nam,"Công nghiệp Thành Nam đăng Máy dập thủy lực 100 tấn với mô tả khá đầy đủ về bối cảnh sử dụng. bài viết đẹp, thông số có nhắc đến, tuy nhiên phạm vi bàn giao và giá cần được đối chiếu thêm. Bài đăng giữ văn phong rõ ràng nhưng vẫn thiếu một phần thông tin cốt lõi để tự duyệt.",4.72,0.92,0.021,40300000.0,9300000.0,620000000.0,20.24523,90,30,17,0,0,document_risk,professional,manual_review,0
Máy bơm nước Panasonic 750W,Vật tư nhà vườn Bình An,"Máy bơm nước Panasonic 750W - Vật tư nhà vườn Bình An. đồ dùng còn đủ công năng chính, có hình thực tế và lịch xem tại nhà. Giá khởi điểm và mức tham gia được đặt ở tỷ lệ hợp lý so với tài sản.",4.73,0.972,0.01,240000.0,60000.0,2400000.0,14.690979,240,45,18,4,0,none,normal,approve,1
Honda Wave Alpha 2022,Cá nhân Hoàng Tín,"Honda Wave Alpha 2022 của Cá nhân Hoàng Tín có mô tả tích cực và lịch xem rõ. người bán ghi xe vận hành ổn, tuy vậy phạm vi bàn giao số khung, số máy và hồ sơ sang tên chưa đủ cụ thể. Người tham gia được khuyến nghị đối chiếu hồ sơ tại điểm xem trước khi đặt cọc.",4.42,0.96,0.039,306000.0,510000.0,17000000.0,16.648724,150,60,8,1,0,price_anomaly,normal,manual_review,0
Máy hút dịch y tế,Thiết bị Y tế Nam Việt,"Máy hút dịch y tế bên Thiết bị Y tế Nam Việt, thông tin hiện có là xem được tại chỗ. thiết bị cần đối chiếu nguồn gốc, phụ kiện và phạm vi sử dụng trước khi duyệt.",4.09,0.695,0.165,286000.0,198000.0,11000000.0,16.213406,45,125,10,0,0,regulated_item_risk,casual,manual_review,0
Xe đẩy phục vụ inox,Khách sạn Ánh Dương,"Xe đẩy phục vụ inox bên Khách sạn Ánh Dương, thông tin hiện có là xem được tại chỗ. thiết bị có hình ảnh, nhưng vệ sinh, nguồn gốc và phụ kiện chưa được ghi đầy đủ.",3.82,0.835,0.14,675000.0,22000.0,2500000.0,14.731801,35,60,21,4,0,missing_information,casual,manual_review,0
Máy ép miệng ly Eton,Trà sữa Mộc Trà,"Máy ép miệng ly Eton của Trà sữa Mộc Trà có mô tả tích cực và lịch xem rõ. bài đăng đẹp và có ảnh, tuy nhiên phạm vi bàn giao khay, van hoặc dây cấp chưa đủ chắc. Người tham gia được khuyến nghị đối chiếu hồ sơ tại điểm xem trước khi đặt cọc.",4.66,0.96,0.039,460000.0,115000.0,4600000.0,15.341567,300,30,14,0,0,price_anomaly,normal,manual_review,0
Máy ép nguội ván,Ván ép Đại Thành,"Máy ép nguội ván của Ván ép Đại Thành có mô tả tích cực và lịch xem rõ. bài đăng có vẻ đáng tin, tuy nhiên công suất thực tế và lịch chạy thử còn để trao đổi. Bài đăng giữ văn phong rõ ràng nhưng vẫn thiếu một phần thông tin cốt lõi để tự duyệt.",4.48,0.9,0.012,5280000.0,12960000.0,96000000.0,18.379859,180,75,9,0,0,price_anomaly,normal,manual_review,0
Máy hàn TIG Jasic 315,Cơ khí Hòa Phát Nhỏ,"Máy hàn TIG Jasic 315 của Cơ khí Hòa Phát Nhỏ có mô tả tích cực và lịch xem rõ. mô tả kỹ thuật khá nghiêm túc, nhưng thiếu biên bản vận hành và danh sách phụ kiện chính. Người tham gia được khuyến nghị đối chiếu hồ sơ tại điểm xem trước khi đặt cọc.",4.6,0.96,0.039,3800000.0,950000.0,38000000.0,17.453097,240,90,22,1,0,condition_unclear,normal,manual_review,0
Nhà cấp bốn ngoại ô Đà Nẵng,Cá nhân Hải Nam,"Cá nhân Hải Nam đăng Nhà cấp bốn ngoại ô Đà Nẵng với mô tả khá đầy đủ về bối cảnh sử dụng. mô tả pháp lý khá đẹp, nhưng diện tích và phạm vi quyền sử dụng cần đối chiếu hồ sơ gốc. Bài đăng giữ văn phong rõ ràng nhưng vẫn thiếu một phần thông tin cốt lõi để tự duyệt.",4.54,0.92,0.021,171500000.0,134800000.0,2450000000.0,21.619354,210,90,22,0,0,condition_unclear,professional,manual_review,0
Máy rửa ly quầy bar,Bar Corner 12,"Máy rửa ly quầy bar còn dùng dc, bên Bar Corner 12 để lại, ai cần ib xem trực tiếp. thiết bị có hình ảnh, nhưng vệ sinh, nguồn gốc và phụ kiện chưa được ghi đầy đủ.",3.73,0.8,0.115,979000.0,36000.0,8900000.0,16.001562,90,180,20,1,0,seller_risk,messy,manual_review,0
Máy chấn tôn Amada,Sản xuất Kim loại Tân Tiến,"Máy chấn tôn Amada do Sản xuất Kim loại Tân Tiến cung cấp thông tin đấu giá. người bán ghi máy còn hoạt động, phần điện áp, bảo trì và điều kiện bốc dỡ cần admin xác nhận. Thông tin còn lại được cung cấp theo lịch xem nên hệ thống chưa đủ căn cứ tự động duyệt.",4.66,0.9,0.012,216000000.0,108000000.0,1800000000.0,21.311053,300,150,16,4,0,unclear_origin,legal,manual_review,0
Máy mài phẳng Okamoto,Xưởng cơ khí An Phát,"Máy mài phẳng Okamoto bên Xưởng cơ khí An Phát, thông tin hiện có là xem được tại chỗ. thiết bị có thông số tham khảo, phần vận hành và phạm vi bàn giao cần kiểm tra thêm.",4.09,0.695,0.165,10660000.0,7380000.0,410000000.0,19.831668,45,125,10,3,0,regulated_item_risk,casual,manual_review,0
Căn hộ chung cư Quận 2,Sàn giao dịch UrbanLand,"Căn hộ chung cư Quận 2 thuộc lô tài sản của Sàn giao dịch UrbanLand. quyền sử dụng, diện tích, khu vực và giá khởi điểm đều có căn cứ đủ rõ. Người tham gia có thể kiểm tra theo lịch xem, phạm vi bàn giao đã xác định trong mô tả.",4.59,0.936,0.026,224000000.0,176000000.0,3200000000.0,21.886417,180,105,16,0,0,none,professional,approve,1
Máy đo SpO2 cầm tay,Nhà thuốc Long Châu Quận 9,"Máy đo SpO2 cầm tay - Nhà thuốc Long Châu Quận 9. thiết bị cần đối chiếu nguồn gốc, phụ kiện và phạm vi sử dụng trước khi duyệt. Phiên này cần admin kiểm tra trước khi cho tự động duyệt.",3.55,0.73,0.19,416000.0,124000.0,1300000.0,14.077875,60,150,5,3,0,ownership_or_usage_right_unclear,normal,manual_review,0
Máy khoan pin Milwaukee M18,Cơ khí Thành Danh,"Máy khoan pin Milwaukee M18 giá tốt ai cần xem, hàng đang để kho, xem rồi tính tiếp. máy ghi dùng được, phần phụ kiện và tình trạng kiểm tra chưa đủ rõ.",3.64,0.765,0.09,341000.0,372000.0,6200000.0,15.64006,75,45,6,0,0,inconsistent_description,spam,manual_review,0
Máy cắt plasma Hypertherm,Xưởng thép Đông Dương,"Máy cắt plasma Hypertherm thuộc lô tài sản của Xưởng thép Đông Dương. mô tả có công suất, tình trạng bảo trì và điều kiện bốc dỡ theo xưởng. Người tham gia có thể kiểm tra theo lịch xem, phạm vi bàn giao đã xác định trong mô tả.",4.59,0.936,0.026,20300000.0,15950000.0,290000000.0,19.485391,180,105,16,5,1,none,professional,approve,1
Gói lưu trú khách sạn trung tâm Huế,Khách sạn Cố Đô,"Gói lưu trú khách sạn trung tâm Huế giá tốt ai cần xem, hàng đang để kho, xem rồi tính tiếp. bài đăng có thông tin khu vực, nhưng thời hạn và điều kiện sử dụng chưa đầy đủ.",3.64,0.765,0.09,374000.0,408000.0,6800000.0,15.732433,75,45,6,0,0,inconsistent_description,spam,manual_review,0
Máy chà nhám thùng,Xưởng sơn gỗ An Tâm,"Máy chà nhám thùng - Xưởng sơn gỗ An Tâm. máy có công suất, tình trạng vận hành và phụ kiện như lưỡi hoặc bàn đỡ được ghi rõ. Giá khởi điểm và mức tham gia được đặt ở tỷ lệ hợp lý so với tài sản.",4.66,0.954,0.034,15300000.0,12600000.0,180000000.0,19.008467,210,30,17,6,1,low_risk,normal,approve,1
Bộ khuôn ép nhựa,Khuôn mẫu Đại Minh,"Bộ khuôn ép nhựa bên Khuôn mẫu Đại Minh, thông tin hiện có là xem được tại chỗ. thiết bị có thông số tham khảo, phần vận hành và phạm vi bàn giao cần kiểm tra thêm.",3.82,0.835,0.14,64800000.0,2160000.0,240000000.0,19.296149,35,60,21,1,0,missing_information,casual,manual_review,0
