title,description,seller_rating,seller_completed_auctions,seller_cancel_rate,title_length,desc_length,num_positive_keywords,num_negative_keywords,start_price,start_price_log,duration_minutes,extension_seconds,start_hour,day_of_week,is_weekend,auto_approve
dell xps 13 bao hanh hong,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem bao hanh. co dac diem like new. luu y hong. luu y vo. nguon goc ro rang. ngoai hinh dep. co the giao dich truc tiep. da su dung on dinh,2.85,194,0.166,25,201,3,2,12057385,16.30519,45,90,5,1,0,1
sony wh-1000xm5 chinh hang,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem chinh hang. co dac diem dep. nguon goc ro rang. thong tin trung thuc. hinh anh that. mo ta chi tiet. co the giao dich truc tiep,4.39,61,0.388,26,199,2,1,24691760,17.02198,120,45,14,1,0,1
iphone 14 pro chinh hang,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem chinh hang. nguon goc ro rang. hinh anh that. co hoa don. mo ta chi tiet. chat luong tot,4.2,173,0.339,24,160,2,0,36981064,17.42592,120,120,12,4,0,1
nikon d750 day du phu kien,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem it dung. co dac diem day du phu kien. nguon goc ro rang. ngoai hinh dep. chat luong tot. co the giao dich truc tiep. hinh anh that,1.83,153,0.448,26,195,4,0,20078115,16.81514,30,90,13,3,0,0
airpods pro chinh hang,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem chinh hang. nguon goc ro rang. chat luong tot. thong tin trung thuc. ho tro kiem tra. ngoai hinh dep,2.59,36,0.007,22,168,3,1,15288509,16.54261,90,45,15,3,0,1
casio gshock day du phu kien,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem day du phu kien. co dac diem chinh hang. co dac diem like new. co hoa don. ho tro kiem tra,1.21,119,0.409,28,158,3,0,43901080,17.59745,240,60,2,4,0,0
fujifilm xt30 cu,san pham thuoc nhom camera. ten san pham fujifilm xt30. luu y cu. luu y loi. ngoai hinh dep. nguon goc ro rang. hinh anh that. chat luong tot,1.58,182,0.253,16,141,2,2,4068946,15.21889,30,90,6,5,1,0
xiaomi 13 zin khong bao hanh,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem zin. luu y khong bao hanh. chat luong tot. thong tin trung thuc,2.73,131,0.016,28,131,3,2,36824969,17.42169,180,120,18,4,0,0
asus tuf it dung khong ro,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem it dung. luu y khong ro. thong tin trung thuc. da su dung on dinh,2.1,56,0.019,25,128,1,2,20377965,16.82996,30,30,6,3,0,0
galaxy watch like new,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem like new. nguon goc ro rang. hinh anh that,2.06,123,0.354,21,110,1,0,14753179,16.50697,90,30,21,3,0,0
casio gshock moi,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem zin. co dac diem moi. luu y gap. luu y test. ngoai hinh dep. nguon goc ro rang. co hoa don. da su dung on dinh,3.38,229,0.11,16,178,3,2,1541507,14.24827,90,60,8,2,0,1
beats studio buds chinh hang,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem chinh hang. co dac diem tot. co dac diem moi. luu y mat phu kien. luu y loi. mo ta chi tiet. chat luong tot. nguon goc ro rang,4.7,178,0.244,28,200,3,2,24410041,17.01051,90,120,12,3,0,1
airpods pro cao cap,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem cao cap. hinh anh that. da su dung on dinh. ngoai hinh dep. chat luong tot,2.73,106,0.213,19,142,3,0,2103230,14.55899,60,45,3,2,0,1
seiko 5 like new,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem like new. co dac diem moi. ho tro kiem tra. nguon goc ro rang. thong tin trung thuc,3.37,218,0.037,16,146,2,1,5559293,15.53098,30,120,0,1,0,1
apple watch it dung,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem it dung. co dac diem cao cap. co dac diem bao hanh. luu y hong. nguon goc ro rang. co hoa don,4.93,93,0.305,19,160,3,1,47025156,17.66619,60,120,18,0,0,1
galaxy buds,san pham thuoc nhom tai nghe. ten san pham galaxy buds. luu y loi. luu y hong. nguon goc ro rang. da su dung on dinh. chat luong tot,1.43,151,0.131,11,132,1,2,35355134,17.38095,30,90,9,1,0,0
nikon d750 dep,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem dep. luu y loi. hinh anh that. da su dung on dinh. ho tro kiem tra. chat luong tot,1.65,121,0.365,14,147,2,1,24125433,16.99878,120,45,9,5,1,0
seiko 5 moi,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem moi. co dac diem cao cap. co dac diem nguyen seal. chat luong tot. nguon goc ro rang. ngoai hinh dep,1.15,15,0.264,11,163,5,0,7949930,15.88867,45,15,14,1,0,0
samsung s23 like new,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem tot. co dac diem like new. da su dung on dinh. co the giao dich truc tiep. co hoa don. ho tro kiem tra. ngoai hinh dep,4.58,167,0.015,20,188,3,0,10554614,16.17207,90,30,11,0,0,1
beats studio buds cao cap,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem cao cap. chat luong tot. nguon goc ro rang. ho tro kiem tra. thong tin trung thuc,4.87,108,0.296,25,155,2,1,38071784,17.45498,240,120,5,0,0,1
dell xps 13 nguyen seal,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem nguyen seal. nguon goc ro rang. mo ta chi tiet,3.05,126,0.431,23,112,1,0,13623129,16.42728,180,30,13,0,0,1
galaxy buds zin,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem chinh hang. co dac diem fullbox. co dac diem zin. mo ta chi tiet. nguon goc ro rang. ho tro kiem tra,3.72,219,0.331,15,168,3,0,33938710,17.34007,60,90,12,4,0,1
sony a6400 chinh hang,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem chinh hang. luu y cu. luu y gap. hinh anh that. co hoa don. ho tro kiem tra. thong tin trung thuc. mo ta chi tiet,3.36,247,0.356,21,178,1,3,31894334,17.27794,240,60,14,4,0,0
sony wh-1000xm5 cao cap,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem cao cap. thong tin trung thuc. co hoa don. da su dung on dinh,2.06,135,0.103,23,133,1,1,14934808,16.51921,240,60,7,3,0,0
iphone 13 chinh hang,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem dep. co dac diem day du phu kien. co dac diem chinh hang. thong tin trung thuc. hinh anh that. chat luong tot. co hoa don,1.85,169,0.249,20,189,4,1,7826015,15.87296,240,30,12,4,0,1
hp spectre fullbox,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem day du phu kien. co dac diem fullbox. chat luong tot. hinh anh that. co the giao dich truc tiep,1.52,191,0.329,18,160,3,0,11392916,16.2485,180,45,21,2,0,1
galaxy watch moi,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem moi. co dac diem it dung. nguon goc ro rang. co the giao dich truc tiep,4.41,0,0.429,16,139,2,0,4477995,15.31469,240,45,5,0,0,1
airpods pro dep,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem dep. co dac diem zin. luu y test. co the giao dich truc tiep. ho tro kiem tra. thong tin trung thuc. nguon goc ro rang,1.71,206,0.085,15,186,2,2,16845732,16.63961,180,15,19,6,1,0
iphone 13 dep,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem dep. ho tro kiem tra. hinh anh that. thong tin trung thuc. da su dung on dinh. mo ta chi tiet,4.17,110,0.047,13,161,1,1,34437907,17.35467,240,60,6,1,0,1
apple watch zin cu,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem cao cap. co dac diem zin. co dac diem dep. luu y cu. hinh anh that. thong tin trung thuc. chat luong tot,1.75,146,0.16,18,171,4,2,44649224,17.61435,60,120,10,3,0,0
samsung s23 dep,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem fullbox. co dac diem tot. co dac diem dep. thong tin trung thuc. nguon goc ro rang,2.89,141,0.448,15,152,3,1,48764571,17.70251,240,45,3,4,0,0
sony wh-1000xm5 moi hong,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem moi. luu y hong. co hoa don. da su dung on dinh. nguon goc ro rang,2.12,217,0.185,24,138,1,1,5042714,15.43346,120,45,2,3,0,0
beats studio buds,san pham thuoc nhom tai nghe. ten san pham beats studio buds. luu y khong bao hanh. luu y xuoc. ngoai hinh dep. co the giao dich truc tiep. ho tro kiem tra,1.45,249,0.119,17,155,2,3,22449942,16.9268,60,15,5,4,0,0
iphone 14 pro,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. ngoai hinh dep. thong tin trung thuc,2.19,141,0.296,13,96,1,1,6790126,15.73098,90,15,9,3,0,0
galaxy buds fullbox,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem fullbox. co dac diem tot. chat luong tot. hinh anh that,2.88,92,0.183,19,123,2,0,7223329,15.79283,60,30,18,4,0,1
macbook air m1 tot,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem tot. chat luong tot. mo ta chi tiet,3.91,32,0.076,18,104,1,0,45848318,17.64085,120,30,13,0,0,1
sony wh-1000xm5 like new,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem day du phu kien. co dac diem like new. ngoai hinh dep. co hoa don. ho tro kiem tra,1.54,249,0.266,24,154,3,0,38861183,17.47551,60,45,7,4,0,1
xiaomi 13 chinh hang,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem chinh hang. thong tin trung thuc. mo ta chi tiet. co hoa don. ho tro kiem tra. co the giao dich truc tiep,3.31,208,0.288,20,173,1,1,8101535,15.90756,180,30,4,5,1,0
macbook air m1 like new,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem bao hanh. co dac diem like new. thong tin trung thuc. hinh anh that,3.61,183,0.05,23,136,2,1,46772810,17.66081,30,60,3,2,0,1
thinkpad x1 it dung,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem nguyen seal. co dac diem it dung. luu y can sua. chat luong tot. mo ta chi tiet. nguon goc ro rang. co the giao dich truc tiep,2.56,48,0.391,19,192,3,1,44496439,17.61092,45,60,15,2,0,0
airpods pro chinh hang,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem chinh hang. mo ta chi tiet. da su dung on dinh. co the giao dich truc tiep. nguon goc ro rang,1.56,71,0.08,22,161,1,0,973929,13.78909,90,90,2,4,0,0
sony wh-1000xm5 moi,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem moi. co hoa don. nguon goc ro rang. chat luong tot. co the giao dich truc tiep. mo ta chi tiet,4.62,4,0.351,19,166,2,0,43350005,17.58482,90,60,7,4,0,1
macbook air m1 moi,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem moi. ngoai hinh dep. co hoa don. da su dung on dinh. hinh anh that,1.25,245,0.398,18,135,2,0,16238387,16.60289,60,45,7,6,1,1
sony a6400 bao hanh,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem chinh hang. co dac diem bao hanh. luu y hong. luu y khong bao hanh. chat luong tot. mo ta chi tiet,1.75,187,0.138,19,163,3,2,28561112,17.16756,60,120,8,4,0,0
casio gshock,san pham thuoc nhom dong ho. ten san pham casio gshock. mo ta chi tiet. ho tro kiem tra. hinh anh that,4.43,91,0.212,12,102,0,0,16234452,16.60265,120,45,15,1,0,1
canon eos like new,san pham thuoc nhom camera. ten san pham canon eos. co dac diem bao hanh. co dac diem like new. mo ta chi tiet. chat luong tot,2.65,189,0.033,18,126,3,0,45748502,17.63867,120,60,22,1,0,1
thinkpad x1 chinh hang,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem chinh hang. co hoa don. chat luong tot,4.57,23,0.153,22,104,2,0,15935306,16.58405,120,15,2,6,1,1
sony a6400,san pham thuoc nhom camera. ten san pham sony a6400. hinh anh that. chat luong tot. mo ta chi tiet,4.18,227,0.149,10,98,1,0,6003239,15.60781,120,90,7,4,0,1
casio gshock dep,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem dep. co dac diem bao hanh. co dac diem chinh hang. luu y khong ro. co hoa don. mo ta chi tiet,1.69,40,0.105,16,161,3,2,3083600,14.94161,180,30,6,6,1,0
dell xps 13 like new,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem like new. co dac diem tot. co the giao dich truc tiep. mo ta chi tiet,2.47,193,0.396,20,135,2,0,20155388,16.81898,240,120,13,1,0,1
asus tuf chinh hang,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem chinh hang. co the giao dich truc tiep. thong tin trung thuc. nguon goc ro rang. ngoai hinh dep. hinh anh that,1.61,27,0.196,19,173,2,1,47005235,17.66577,240,30,8,5,1,0
nikon d750 tot,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem tot. co dac diem dep. co dac diem it dung. da su dung on dinh. nguon goc ro rang. chat luong tot. ngoai hinh dep. thong tin trung thuc,2.04,54,0.417,14,199,3,1,1394039,14.14772,45,60,9,3,0,0
apple watch it dung,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem it dung. co dac diem bao hanh. co dac diem chinh hang. ngoai hinh dep. chat luong tot,2.58,166,0.261,19,152,5,0,49550321,17.7185,240,30,1,4,0,1
thinkpad x1 tot,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem tot. ngoai hinh dep. thong tin trung thuc. co the giao dich truc tiep,2.36,137,0.042,15,135,2,1,17574821,16.68198,60,90,4,6,1,0
seiko 5 fullbox,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem like new. co dac diem cao cap. co dac diem fullbox. thong tin trung thuc. chat luong tot. co the giao dich truc tiep,2.69,162,0.246,15,179,4,1,49558967,17.71867,240,45,14,1,0,1
airpods pro,san pham thuoc nhom tai nghe. ten san pham airpods pro. hinh anh that. thong tin trung thuc,1.33,42,0.341,11,91,0,1,42800976,17.57207,120,15,2,5,1,0
xiaomi 13 nguyen seal,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem nguyen seal. co dac diem chinh hang. ho tro kiem tra. thong tin trung thuc. da su dung on dinh,3.69,203,0.411,21,162,2,1,43375954,17.58542,60,45,8,1,0,0
hp spectre moi,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem moi. co dac diem zin. nguon goc ro rang. co hoa don. hinh anh that,2.26,120,0.018,14,131,2,0,29221546,17.19042,90,15,1,4,0,0
sony wh-1000xm5 fullbox,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem fullbox. ngoai hinh dep. nguon goc ro rang. da su dung on dinh. mo ta chi tiet,3.25,60,0.186,23,150,2,0,18129750,16.71306,120,30,10,2,0,1
galaxy buds day du phu kien,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem day du phu kien. co dac diem chinh hang. co dac diem dep. luu y khong ro. da su dung on dinh. mo ta chi tiet,1.96,154,0.385,27,176,3,2,37514353,17.44023,90,90,11,6,1,0
sony a6400 chinh hang,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem chinh hang. co hoa don. ngoai hinh dep. co the giao dich truc tiep. thong tin trung thuc. da su dung on dinh,3.95,66,0.282,21,173,2,1,17408487,16.67247,240,120,5,4,0,1
galaxy watch like new,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem like new. co dac diem dep. co hoa don. mo ta chi tiet. nguon goc ro rang. ho tro kiem tra. hinh anh that,1.57,102,0.279,21,172,2,0,19857255,16.80408,180,30,16,4,0,0
beats studio buds day du phu kien,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem day du phu kien. ngoai hinh dep. da su dung on dinh. mo ta chi tiet. hinh anh that,2.24,199,0.113,33,156,2,0,31051965,17.25117,240,15,12,2,0,1
galaxy watch moi hong,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem moi. luu y hong. ho tro kiem tra. ngoai hinh dep. nguon goc ro rang. chat luong tot,1.77,221,0.41,21,151,3,1,1611227,14.29251,180,15,15,3,0,0
galaxy buds dep hong,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem dep. co dac diem it dung. luu y hong. luu y vo. ho tro kiem tra. nguon goc ro rang. chat luong tot. co hoa don,4.33,15,0.303,20,178,3,2,22862249,16.945,30,45,21,5,1,0
sony wh-1000xm5 nguyen seal,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem nguyen seal. thong tin trung thuc. ho tro kiem tra. co the giao dich truc tiep. mo ta chi tiet,3.91,206,0.064,27,166,1,1,6906892,15.74803,30,15,22,4,0,1
apple watch like new,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem like new. co dac diem it dung. chat luong tot. mo ta chi tiet. nguon goc ro rang,2.62,82,0.45,20,147,3,0,2681415,14.80186,90,15,23,0,0,1
fujifilm xt30 fullbox,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem day du phu kien. co dac diem fullbox. ngoai hinh dep. thong tin trung thuc. hinh anh that. chat luong tot. co the giao dich truc tiep,1.83,6,0.449,21,201,4,1,2022881,14.52003,120,15,10,6,1,0
sony a6400 like new,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem chinh hang. co dac diem like new. co dac diem day du phu kien. chat luong tot. co hoa don. ngoai hinh dep. da su dung on dinh. thong tin trung thuc,1.48,185,0.409,19,212,5,1,256299,12.4541,120,120,6,3,0,0
sony wh-1000xm5 cao cap,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem tot. co dac diem fullbox. co dac diem cao cap. co the giao dich truc tiep. ngoai hinh dep. co hoa don. thong tin trung thuc,1.93,135,0.215,23,195,4,1,1820073,14.41439,120,30,13,1,0,0
thinkpad x1 like new,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem fullbox. co dac diem like new. ho tro kiem tra. thong tin trung thuc. da su dung on dinh. hinh anh that,1.37,239,0.016,20,169,2,1,49088274,17.70913,60,30,16,4,0,0
samsung s23 like new cu,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem nguyen seal. co dac diem like new. luu y cu. co the giao dich truc tiep. nguon goc ro rang,2.71,216,0.008,23,160,2,1,2879210,14.87303,45,15,16,1,0,1
apple watch bao hanh,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem day du phu kien. co dac diem bao hanh. co dac diem zin. luu y loi. co the giao dich truc tiep. nguon goc ro rang. mo ta chi tiet,2.02,87,0.16,20,195,3,1,28892949,17.17911,120,90,5,3,0,0
seiko 5 bao hanh,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem bao hanh. co hoa don. hinh anh that. co the giao dich truc tiep. chat luong tot,2.22,141,0.002,16,142,2,0,35470721,17.38422,90,30,10,2,0,1
sony a6400 cao cap,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem cao cap. hinh anh that. co the giao dich truc tiep,3.67,115,0.311,18,115,1,0,1261595,14.04789,120,15,16,2,0,1
canon eos chinh hang,san pham thuoc nhom camera. ten san pham canon eos. co dac diem bao hanh. co dac diem chinh hang. co dac diem zin. da su dung on dinh. thong tin trung thuc. ngoai hinh dep,4.48,168,0.133,20,171,4,1,37140973,17.43023,180,90,19,5,1,1
apple watch nguyen seal,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem dep. co dac diem nguyen seal. co dac diem tot. nguon goc ro rang. ho tro kiem tra. co the giao dich truc tiep,2.18,197,0.225,23,176,3,0,20826454,16.85173,120,90,6,1,0,1
iphone 14 pro moi,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem like new. co dac diem moi. co dac diem bao hanh. luu y can sua. da su dung on dinh. hinh anh that,4.96,121,0.07,17,169,3,1,43015743,17.57708,30,60,13,0,0,1
thinkpad x1 it dung test,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem it dung. luu y vo. luu y test. ngoai hinh dep. nguon goc ro rang. hinh anh that,4.34,72,0.373,24,145,2,2,23181276,16.95886,90,120,3,1,0,1
fujifilm xt30 bao hanh,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem bao hanh. ngoai hinh dep. nguon goc ro rang. da su dung on dinh. ho tro kiem tra,2.06,200,0.248,22,148,2,0,38497559,17.46611,90,45,13,5,1,0
macbook air m1 fullbox,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem fullbox. co dac diem cao cap. luu y mo ta so sai. thong tin trung thuc. ho tro kiem tra. co the giao dich truc tiep. nguon goc ro rang,4.37,198,0.12,22,203,2,2,36387308,17.40973,45,30,18,6,1,1
nikon d750 bao hanh,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem chinh hang. co dac diem bao hanh. hinh anh that. thong tin trung thuc. da su dung on dinh,3.4,232,0.398,19,154,2,1,4251347,15.26275,30,15,12,4,0,0
iphone 14 pro it dung,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem chinh hang. co dac diem it dung. co dac diem fullbox. thong tin trung thuc. co hoa don,1.32,161,0.273,21,158,3,1,49558245,17.71866,60,15,14,3,0,0
sony a6400 cao cap,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem cao cap. co dac diem day du phu kien. co dac diem bao hanh. luu y hong. luu y khong bao hanh. hinh anh that. chat luong tot. ngoai hinh dep. mo ta chi tiet,3.4,100,0.073,18,220,5,2,47986892,17.68644,90,30,23,3,0,1
galaxy watch fullbox,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem dep. co dac diem fullbox. da su dung on dinh. hinh anh that. nguon goc ro rang. co hoa don. ho tro kiem tra,4.73,17,0.346,20,175,2,0,17736264,16.69112,30,60,16,5,1,1
iphone 14 pro fullbox,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem fullbox. ho tro kiem tra. nguon goc ro rang. mo ta chi tiet. ngoai hinh dep,4.66,102,0.049,21,147,2,0,36603219,17.41565,30,60,0,1,0,1
macbook air m1,san pham thuoc nhom laptop. ten san pham macbook air m1. co the giao dich truc tiep. mo ta chi tiet. da su dung on dinh. thong tin trung thuc. co hoa don,4.92,81,0.06,14,153,0,1,33319090,17.32164,120,90,11,3,0,1
asus tuf,san pham thuoc nhom laptop. ten san pham asus tuf. co hoa don. thong tin trung thuc. hinh anh that. ho tro kiem tra,4.84,221,0.26,8,115,0,1,3256839,14.99627,45,60,9,4,0,0
xiaomi 13 like new,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem like new. luu y cu. luu y vo. chat luong tot. ngoai hinh dep. co the giao dich truc tiep. thong tin trung thuc. mo ta chi tiet,3.96,127,0.3,18,194,3,3,11479860,16.2561,45,15,0,6,1,0
xiaomi 13 fullbox,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem bao hanh. co dac diem fullbox. co dac diem like new. nguon goc ro rang. ngoai hinh dep. ho tro kiem tra. chat luong tot. mo ta chi tiet,4.14,175,0.273,17,203,5,0,15744381,16.57199,240,60,7,6,1,1
macbook air m1 cao cap,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem cao cap. co dac diem nguyen seal. co dac diem day du phu kien. mo ta chi tiet. chat luong tot. hinh anh that. thong tin trung thuc,4.14,150,0.245,22,199,4,1,42774868,17.57146,90,60,21,0,0,1
xiaomi 13 day du phu kien,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem day du phu kien. co dac diem dep. co dac diem bao hanh. hinh anh that. da su dung on dinh. nguon goc ro rang. thong tin trung thuc,3.64,43,0.081,25,198,3,1,42273214,17.55966,60,45,21,1,0,1
casio gshock,san pham thuoc nhom dong ho. ten san pham casio gshock. co the giao dich truc tiep. co hoa don. da su dung on dinh. ngoai hinh dep. thong tin trung thuc,3.93,133,0.293,12,152,1,1,11741352,16.27863,30,90,4,2,0,1
apple watch cao cap,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem cao cap. co dac diem moi. thong tin trung thuc. ngoai hinh dep. co hoa don. da su dung on dinh. chat luong tot,4.47,243,0.071,19,177,4,1,2585918,14.76559,240,45,1,4,0,1
hp spectre it dung,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem it dung. luu y khong ro. nguon goc ro rang. co hoa don. ho tro kiem tra. da su dung on dinh,3.94,131,0.249,18,156,1,2,4480343,15.31521,180,15,9,2,0,0
fujifilm xt30 cao cap,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem chinh hang. co dac diem cao cap. co dac diem zin. luu y loi. ngoai hinh dep. da su dung on dinh. chat luong tot,2.56,50,0.243,21,179,5,1,44122185,17.60247,45,15,19,3,0,0
oppo find x5,san pham thuoc nhom dien thoai. ten san pham oppo find x5. chat luong tot. ngoai hinh dep. thong tin trung thuc. mo ta chi tiet. co hoa don,1.6,159,0.259,12,139,2,1,29340641,17.19448,120,60,22,6,1,0
dell xps 13 chinh hang,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem it dung. co dac diem chinh hang. da su dung on dinh. nguon goc ro rang,3.73,202,0.107,22,136,2,0,3531072,15.07711,180,45,0,5,1,1
beats studio buds cao cap,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem cao cap. hinh anh that. co the giao dich truc tiep,1.67,230,0.244,25,124,1,0,23043609,16.9529,240,45,8,2,0,0
fujifilm xt30 nguyen seal,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem bao hanh. co dac diem nguyen seal. mo ta chi tiet. nguon goc ro rang. co hoa don,4.16,212,0.39,25,148,2,0,13107224,16.38867,120,90,3,2,0,1
airpods pro dep khong bao hanh,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem bao hanh. co dac diem dep. luu y khong bao hanh. nguon goc ro rang. thong tin trung thuc. da su dung on dinh. co hoa don. co the giao dich truc tiep,4.47,56,0.154,30,216,2,2,40847999,17.52537,240,120,11,0,0,0
canon eos chinh hang,san pham thuoc nhom camera. ten san pham canon eos. co dac diem nguyen seal. co dac diem chinh hang. da su dung on dinh. ngoai hinh dep. ho tro kiem tra. hinh anh that,3.44,193,0.219,20,167,3,0,45690944,17.63741,60,45,7,0,0,1
canon eos cao cap,san pham thuoc nhom camera. ten san pham canon eos. co dac diem tot. co dac diem fullbox. co dac diem cao cap. luu y cu. mo ta chi tiet. ngoai hinh dep,4.33,85,0.262,17,151,4,1,18111262,16.71204,240,15,2,6,1,1
casio gshock,san pham thuoc nhom dong ho. ten san pham casio gshock. ho tro kiem tra. thong tin trung thuc,1.81,55,0.328,12,93,0,1,24619234,17.01904,120,30,13,3,0,0
canon eos nguyen seal,san pham thuoc nhom camera. ten san pham canon eos. co dac diem nguyen seal. thong tin trung thuc. co hoa don,4.81,38,0.314,21,109,1,1,43221940,17.58186,240,15,9,6,1,1
samsung s23 dep,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem dep. ngoai hinh dep. hinh anh that. nguon goc ro rang. da su dung on dinh. mo ta chi tiet,1.03,92,0.058,15,159,1,0,34561120,17.35824,120,90,11,3,0,0
dell xps 13 it dung,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem day du phu kien. co dac diem it dung. luu y hong. chat luong tot. ngoai hinh dep. thong tin trung thuc. nguon goc ro rang. da su dung on dinh,4.45,35,0.222,19,207,4,1,22725449,16.939,120,45,23,5,1,1
beats studio buds moi xuoc,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem nguyen seal. co dac diem tot. co dac diem moi. luu y xuoc. da su dung on dinh. ho tro kiem tra,1.1,238,0.383,26,168,3,1,2694236,14.80663,30,30,9,2,0,0
sony a6400,san pham thuoc nhom camera. ten san pham sony a6400. ho tro kiem tra. thong tin trung thuc,1.28,1,0.146,10,90,0,1,32297768,17.29051,30,90,6,5,1,0
